year,state,party,votes,pc_won
2014,ANDHRA PRADESH,IND,949666,0.0
2014,ANDHRA PRADESH,Others,9093056,12.0
2014,ANDHRA PRADESH,RJD,3473,0.0
2014,ANDHRA PRADESH,TDP,14099230,16.0
2014,ANDHRA PRADESH,YSRCP,13995435,9.0
2014,ARUNACHAL PRADESH,AITC,9135,0.0
2014,ARUNACHAL PRADESH,BJP,275344,1.0
2014,ARUNACHAL PRADESH,INC,246084,1.0
2014,ARUNACHAL PRADESH,IND,2362,0.0
2014,ARUNACHAL PRADESH,Others,64031,0.0
2014,ASSAM,AITC,106661,0.0
2014,ASSAM,BJP,5507152,7.0
2014,ASSAM,CPM,64945,0.0
2014,ASSAM,INC,4467295,3.0
2014,ASSAM,IND,1436900,1.0
2014,ASSAM,Others,3478280,3.0
2014,ASSAM,SP,24650,0.0
2014,BIHAR,AITC,46850,0.0
2014,BIHAR,BJP,10543025,22.0
2014,BIHAR,BSP,765758,0.0
2014,BIHAR,CPM,106297,0.0
2014,BIHAR,INC,3021065,2.0
2014,BIHAR,IND,1533264,0.0
2014,BIHAR,Others,12545849,12.0
2014,BIHAR,RJD,7224893,4.0
2014,BIHAR,SP,98331,0.0
2014,CHANDIGARH,BJP,191362,1.0
2014,CHANDIGARH,BSP,15934,0.0
2014,CHANDIGARH,INC,121720,0.0
2014,CHANDIGARH,IND,8496,0.0
2014,CHANDIGARH,Others,115943,0.0
2014,CHATTISGARH,AITC,16287,0.0
2014,CHATTISGARH,BJP,5973904,10.0
2014,CHATTISGARH,BSP,293910,0.0
2014,CHATTISGARH,CPM,14849,0.0
2014,CHATTISGARH,INC,4702813,1.0
2014,CHATTISGARH,IND,516430,0.0
2014,CHATTISGARH,Others,717479,0.0
2014,CHATTISGARH,SP,19907,0.0
2014,DADRA & NAGAR HAVELI,BJP,80790,1.0
2014,DADRA & NAGAR HAVELI,BSP,982,0.0
2014,DADRA & NAGAR HAVELI,INC,74576,0.0
2014,DADRA & NAGAR HAVELI,IND,2786,0.0
2014,DADRA & NAGAR HAVELI,Others,6152,0.0
2014,DAMAN & DIU,BJP,46960,1.0
2014,DAMAN & DIU,BSP,490,0.0
2014,DAMAN & DIU,INC,37738,0.0
2014,DAMAN & DIU,Others,2045,0.0
2014,GOA,AITC,11941,0.0
2014,GOA,BJP,436679,2.0
2014,GOA,INC,298750,0.0
2014,GOA,IND,17152,0.0
2014,GOA,Others,52478,0.0
2014,GUJARAT,BJP,15249243,26.0
2014,GUJARAT,BSP,243949,0.0
2014,GUJARAT,CPM,28958,0.0
2014,GUJARAT,INC,8486083,0.0
2014,GUJARAT,IND,542006,0.0
2014,GUJARAT,Others,1249035,0.0
2014,GUJARAT,SP,24729,0.0
2014,HARYANA,AITC,4198,0.0
2014,HARYANA,BJP,3993527,7.0
2014,HARYANA,BSP,527013,0.0
2014,HARYANA,CPM,21168,0.0
2014,HARYANA,INC,2634905,1.0
2014,HARYANA,IND,191278,0.0
2014,HARYANA,Others,4115421,2.0
2014,HARYANA,SP,7641,0.0
2014,HIMACHAL PRADESH,BJP,1652995,4.0
2014,HIMACHAL PRADESH,BSP,22928,0.0
2014,HIMACHAL PRADESH,CPM,25399,0.0
2014,HIMACHAL PRADESH,INC,1260477,0.0
2014,HIMACHAL PRADESH,IND,28507,0.0
2014,HIMACHAL PRADESH,Others,99750,0.0
2014,HIMACHAL PRADESH,SP,8444,0.0
2014,JAMMU & KASHMIR,BJP,1154220,3.0
2014,JAMMU & KASHMIR,BSP,54091,0.0
2014,JAMMU & KASHMIR,INC,815510,0.0
2014,JAMMU & KASHMIR,IND,223498,0.0
2014,JAMMU & KASHMIR,Others,1312701,3.0
2014,JAMMU & KASHMIR,SP,6843,0.0
2014,JHARKHAND,AITC,306332,0.0
2014,JHARKHAND,BJP,5207439,12.0
2014,JHARKHAND,BSP,140141,0.0
2014,JHARKHAND,CPM,68212,0.0
2014,JHARKHAND,INC,1724740,0.0
2014,JHARKHAND,IND,426224,0.0
2014,JHARKHAND,Others,4839880,2.0
2014,JHARKHAND,RJD,212571,0.0
2014,JHARKHAND,SP,57401,0.0
2014,KARNATAKA,AITC,2276,0.0
2014,KARNATAKA,BJP,13350285,17.0
2014,KARNATAKA,BSP,265006,0.0
2014,KARNATAKA,CPM,35465,0.0
2014,KARNATAKA,INC,12666530,9.0
2014,KARNATAKA,IND,483513,0.0
2014,KARNATAKA,Others,4218204,2.0
2014,KARNATAKA,SP,17582,0.0
2014,KERALA,AITC,4299,0.0
2014,KERALA,BJP,1856796,0.0
2014,KERALA,BSP,71316,0.0
2014,KERALA,CPM,3880655,5.0
2014,KERALA,INC,5590285,8.0
2014,KERALA,IND,2043666,2.0
2014,KERALA,Others,4528878,5.0
2014,LAKSHADWEEP,BJP,187,0.0
2014,LAKSHADWEEP,CPM,465,0.0
2014,LAKSHADWEEP,INC,20130,0.0
2014,LAKSHADWEEP,Others,21969,1.0
2014,LAKSHADWEEP,SP,488,0.0
2014,MADHYA PRADESH,AITC,2114,0.0
2014,MADHYA PRADESH,BJP,16015695,27.0
2014,MADHYA PRADESH,BSP,1124772,0.0
2014,MADHYA PRADESH,CPM,16375,0.0
2014,MADHYA PRADESH,INC,10340274,2.0
2014,MADHYA PRADESH,IND,548867,0.0
2014,MADHYA PRADESH,Others,1370404,0.0
2014,MADHYA PRADESH,SP,221306,0.0
2014,MAHARASHTRA,AITC,13361,0.0
2014,MAHARASHTRA,BJP,13308961,23.0
2014,MAHARASHTRA,BSP,1271680,0.0
2014,MAHARASHTRA,CPM,181629,0.0
2014,MAHARASHTRA,INC,8830190,2.0
2014,MAHARASHTRA,IND,1577114,0.0
2014,MAHARASHTRA,Others,23460752,23.0
2014,MAHARASHTRA,SP,73732,0.0
2014,MANIPUR,AITC,52655,0.0
2014,MANIPUR,BJP,168272,0.0
2014,MANIPUR,INC,588872,2.0
2014,MANIPUR,IND,43013,0.0
2014,MANIPUR,Others,559824,0.0
2014,MEGHALAYA,BJP,95979,0.0
2014,MEGHALAYA,INC,408925,1.0
2014,MEGHALAYA,IND,180658,0.0
2014,MEGHALAYA,Others,392496,1.0
2014,MIZORAM,INC,210485,1.0
2014,MIZORAM,IND,204331,0.0
2014,MIZORAM,Others,18385,0.0
2014,NAGALAND,INC,313147,0.0
2014,NAGALAND,Others,725763,1.0
2014,NCT OF DELHI,AITC,9921,0.0
2014,NCT OF DELHI,BJP,3838850,7.0
2014,NCT OF DELHI,BSP,101609,0.0
2014,NCT OF DELHI,INC,1253078,0.0
2014,NCT OF DELHI,IND,261664,0.0
2014,NCT OF DELHI,Others,2806644,0.0
2014,ODISHA,AITC,30717,0.0
2014,ODISHA,BJD,9489946,20.0
2014,ODISHA,BJP,4638565,1.0
2014,ODISHA,BSP,218403,0.0
2014,ODISHA,CPM,35968,0.0
2014,ODISHA,INC,5591380,0.0
2014,ODISHA,IND,333196,0.0
2014,ODISHA,Others,1170094,0.0
2014,ODISHA,SP,20614,0.0
2014,PUDUCHERRY,ADMK,132657,0.0
2014,PUDUCHERRY,BSP,2060,0.0
2014,PUDUCHERRY,DMK,60580,0.0
2014,PUDUCHERRY,INC,194972,0.0
2014,PUDUCHERRY,IND,26771,0.0
2014,PUDUCHERRY,Others,322977,1.0
2014,PUNJAB,BJP,1209004,2.0
2014,PUNJAB,BSP,263227,0.0
2014,PUNJAB,CPM,17965,0.0
2014,PUNJAB,INC,4575879,3.0
2014,PUNJAB,IND,498039,0.0
2014,PUNJAB,Others,7280096,8.0
2014,PUNJAB,SP,922,0.0
2014,RAJASTHAN,AITC,31160,0.0
2014,RAJASTHAN,BJP,14895106,25.0
2014,RAJASTHAN,BSP,633786,0.0
2014,RAJASTHAN,CPM,78856,0.0
2014,RAJASTHAN,INC,8230164,0.0
2014,RAJASTHAN,IND,1806700,0.0
2014,RAJASTHAN,Others,1418979,0.0
2014,RAJASTHAN,SP,15891,0.0
2014,SIKKIM,AITC,1972,0.0
2014,SIKKIM,BJP,7279,0.0
2014,SIKKIM,INC,7189,0.0
2014,SIKKIM,Others,292527,1.0
2014,TAMIL NADU,ADMK,17978922,37.0
2014,TAMIL NADU,BJP,2223566,1.0
2014,TAMIL NADU,BSP,155951,0.0
2014,TAMIL NADU,CPM,220632,0.0
2014,TAMIL NADU,DMK,9570666,0.0
2014,TAMIL NADU,INC,1750990,0.0
2014,TAMIL NADU,IND,866317,0.0
2014,TAMIL NADU,Others,7823944,1.0
2014,TAMIL NADU,SP,16161,0.0
2014,TRIPURA,AITC,194755,0.0
2014,TRIPURA,BJP,115319,0.0
2014,TRIPURA,CPM,1295436,2.0
2014,TRIPURA,INC,307592,0.0
2014,TRIPURA,IND,17764,0.0
2014,TRIPURA,Others,92963,0.0
2014,UTTAR PRADESH,AITC,99486,0.0
2014,UTTAR PRADESH,BJP,34318854,71.0
2014,UTTAR PRADESH,BSP,15914194,0.0
2014,UTTAR PRADESH,CPM,5637,0.0
2014,UTTAR PRADESH,INC,6061267,2.0
2014,UTTAR PRADESH,IND,1414869,0.0
2014,UTTAR PRADESH,Others,5289846,2.0
2014,UTTAR PRADESH,SP,17988967,5.0
2014,UTTARAKHAND,BJP,2429698,5.0
2014,UTTARAKHAND,BSP,207846,0.0
2014,UTTARAKHAND,CPM,6577,0.0
2014,UTTARAKHAND,INC,1494440,0.0
2014,UTTARAKHAND,IND,76158,0.0
2014,UTTARAKHAND,Others,159730,0.0
2014,UTTARAKHAND,SP,17441,0.0
2014,WEST BENGAL,AITC,20316262,34.0
2014,WEST BENGAL,BJP,8692297,2.0
2014,WEST BENGAL,BSP,252594,0.0
2014,WEST BENGAL,CPM,11723166,2.0
2014,WEST BENGAL,INC,4946911,4.0
2014,WEST BENGAL,IND,473000,0.0
2014,WEST BENGAL,Others,5175938,0.0
2014,WEST BENGAL,SP,51660,0.0
2019,ANDAMAN & NICOBAR ISLANDS,AITC,1721,0.0
2019,ANDAMAN & NICOBAR ISLANDS,BJP,93901,0.0
2019,ANDAMAN & NICOBAR ISLANDS,BSP,2486,0.0
2019,ANDAMAN & NICOBAR ISLANDS,INC,95308,1.0
2019,ANDAMAN & NICOBAR ISLANDS,IND,9417,0.0
2019,ANDAMAN & NICOBAR ISLANDS,Others,4463,0.0
2019,ANDHRA PRADESH,BJP,303985,0.0
2019,ANDHRA PRADESH,BSP,83613,0.0
2019,ANDHRA PRADESH,CPM,37895,0.0
2019,ANDHRA PRADESH,INC,406977,0.0
2019,ANDHRA PRADESH,IND,248025,0.0
2019,ANDHRA PRADESH,Others,2472935,0.0
2019,ANDHRA PRADESH,SP,6753,0.0
2019,ANDHRA PRADESH,TDP,12515345,3.0
2019,ANDHRA PRADESH,YSRCP,15537006,22.0
2019,ARUNACHAL PRADESH,BJP,379679,2.0
2019,ARUNACHAL PRADESH,INC,134888,0.0
2019,ARUNACHAL PRADESH,IND,13439,0.0
2019,ARUNACHAL PRADESH,Others,124085,0.0
2019,ASSAM,AITC,74522,0.0
2019,ASSAM,BJP,6484596,9.0
2019,ASSAM,CPM,40937,0.0
2019,ASSAM,INC,6373659,3.0
2019,ASSAM,IND,764845,1.0
2019,ASSAM,Others,4245124,1.0
2019,ASSAM,SP,2383,0.0
2019,BIHAR,AITC,5483,0.0
2019,BIHAR,BJP,9619548,17.0
2019,BIHAR,BSP,682428,0.0
2019,BIHAR,CPM,27577,0.0
2019,BIHAR,INC,3140797,1.0
2019,BIHAR,IND,2227705,0.0
2019,BIHAR,Others,18829473,22.0
2019,BIHAR,RJD,6270769,0.0
2019,BIHAR,SP,2881,0.0
2019,CHANDIGARH,BJP,231188,1.0
2019,CHANDIGARH,BSP,7396,0.0
2019,CHANDIGARH,INC,184218,0.0
2019,CHANDIGARH,IND,4714,0.0
2019,CHANDIGARH,Others,29052,0.0
2019,CHHATTISGARH,BJP,6902477,9.0
2019,CHHATTISGARH,BSP,313261,0.0
2019,CHHATTISGARH,INC,5569183,2.0
2019,CHHATTISGARH,IND,259902,0.0
2019,CHHATTISGARH,Others,569630,0.0
2019,DADRA & NAGAR HAVELI,BJP,81420,0.0
2019,DADRA & NAGAR HAVELI,BSP,948,0.0
2019,DADRA & NAGAR HAVELI,INC,8608,0.0
2019,DADRA & NAGAR HAVELI,IND,97458,1.0
2019,DADRA & NAGAR HAVELI,Others,10549,0.0
2019,DAMAN & DIU,BJP,37597,1.0
2019,DAMAN & DIU,BSP,792,0.0
2019,DAMAN & DIU,INC,27655,0.0
2019,DAMAN & DIU,IND,19938,0.0
2019,DAMAN & DIU,Others,1487,0.0
2019,GOA,BJP,436650,1.0
2019,GOA,INC,366158,1.0
2019,GOA,IND,7677,0.0
2019,GOA,Others,42718,0.0
2019,GUJARAT,BJP,18091275,26.0
2019,GUJARAT,BSP,249184,0.0
2019,GUJARAT,INC,9337084,0.0
2019,GUJARAT,IND,626629,0.0
2019,GUJARAT,Others,777792,0.0
2019,HARYANA,BJP,7357347,10.0
2019,HARYANA,BSP,461273,0.0
2019,HARYANA,CPM,9150,0.0
2019,HARYANA,INC,3604106,0.0
2019,HARYANA,IND,135637,0.0
2019,HARYANA,Others,1114023,0.0
2019,HIMACHAL PRADESH,BJP,2661281,4.0
2019,HIMACHAL PRADESH,BSP,32780,0.0
2019,HIMACHAL PRADESH,CPM,14838,0.0
2019,HIMACHAL PRADESH,INC,1051113,0.0
2019,HIMACHAL PRADESH,IND,35710,0.0
2019,HIMACHAL PRADESH,Others,55010,0.0
2019,JAMMU & KASHMIR,BJP,1648041,3.0
2019,JAMMU & KASHMIR,BSP,30877,0.0
2019,JAMMU & KASHMIR,INC,1011527,0.0
2019,JAMMU & KASHMIR,IND,226239,0.0
2019,JAMMU & KASHMIR,Others,635938,3.0
2019,JHARKHAND,AITC,72070,0.0
2019,JHARKHAND,BJP,7623987,11.0
2019,JHARKHAND,BSP,166519,0.0
2019,JHARKHAND,CPM,35586,0.0
2019,JHARKHAND,INC,2338466,1.0
2019,JHARKHAND,IND,621247,0.0
2019,JHARKHAND,Others,3741152,2.0
2019,JHARKHAND,RJD,361478,0.0
2019,JHARKHAND,SP,1453,0.0
2019,KARNATAKA,BJP,18053454,25.0
2019,KARNATAKA,BSP,412382,0.0
2019,KARNATAKA,CPM,18648,0.0
2019,KARNATAKA,INC,11203016,1.0
2019,KARNATAKA,IND,1369087,1.0
2019,KARNATAKA,Others,4082095,1.0
2019,KERALA,BJP,2635810,0.0
2019,KERALA,BSP,50153,0.0
2019,KERALA,CPM,5266510,1.0
2019,KERALA,INC,7596610,15.0
2019,KERALA,IND,817459,0.0
2019,KERALA,Others,4018674,4.0
2019,LAKSHADWEEP,BJP,125,0.0
2019,LAKSHADWEEP,CPM,420,0.0
2019,LAKSHADWEEP,INC,22028,0.0
2019,LAKSHADWEEP,Others,24436,1.0
2019,MADHYA PRADESH,BJP,21406911,28.0
2019,MADHYA PRADESH,BSP,878013,0.0
2019,MADHYA PRADESH,CPM,10423,0.0
2019,MADHYA PRADESH,INC,12733074,1.0
2019,MADHYA PRADESH,IND,699148,0.0
2019,MADHYA PRADESH,Others,1100379,0.0
2019,MADHYA PRADESH,SP,82662,0.0
2019,MAHARASHTRA,BJP,14912139,23.0
2019,MAHARASHTRA,BSP,462539,0.0
2019,MAHARASHTRA,CPM,109570,0.0
2019,MAHARASHTRA,INC,8792237,1.0
2019,MAHARASHTRA,IND,1992817,1.0
2019,MAHARASHTRA,Others,27772637,23.0
2019,MAHARASHTRA,SP,12306,0.0
2019,MANIPUR,BJP,553377,1.0
2019,MANIPUR,INC,398387,0.0
2019,MANIPUR,IND,85565,0.0
2019,MANIPUR,Others,580001,1.0
2019,MEGHALAYA,BJP,108390,0.0
2019,MEGHALAYA,INC,660114,1.0
2019,MEGHALAYA,IND,16142,0.0
2019,MEGHALAYA,Others,582585,1.0
2019,MIZORAM,BJP,28707,0.0
2019,MIZORAM,IND,230796,0.0
2019,MIZORAM,Others,240118,1.0
2019,NAGALAND,INC,484166,0.0
2019,NAGALAND,IND,4620,0.0
2019,NAGALAND,Others,517571,1.0
2019,NCT OF DELHI,BJP,4908541,7.0
2019,NCT OF DELHI,BSP,93977,0.0
2019,NCT OF DELHI,INC,1953900,0.0
2019,NCT OF DELHI,IND,30764,0.0
2019,NCT OF DELHI,Others,1691830,0.0
2019,ODISHA,AITC,9576,0.0
2019,ODISHA,BJD,10174021,12.0
2019,ODISHA,BJP,9130768,8.0
2019,ODISHA,BSP,181496,0.0
2019,ODISHA,CPM,23026,0.0
2019,ODISHA,INC,3285339,1.0
2019,ODISHA,IND,160336,0.0
2019,ODISHA,Others,824412,0.0
2019,ODISHA,SP,5148,0.0
2019,PUDUCHERRY,BSP,2689,0.0
2019,PUDUCHERRY,INC,444981,1.0
2019,PUDUCHERRY,IND,15626,0.0
2019,PUDUCHERRY,Others,327464,0.0
2019,PUNJAB,BJP,1325445,2.0
2019,PUNJAB,BSP,479788,0.0
2019,PUNJAB,CPM,10665,0.0
2019,PUNJAB,INC,5523066,8.0
2019,PUNJAB,IND,235106,0.0
2019,PUNJAB,Others,6191362,3.0
2019,RAJASTHAN,BJP,18968392,24.0
2019,RAJASTHAN,BSP,348678,0.0
2019,RAJASTHAN,CPM,65549,0.0
2019,RAJASTHAN,INC,11107910,0.0
2019,RAJASTHAN,IND,347584,0.0
2019,RAJASTHAN,Others,1602951,1.0
2019,SIKKIM,BJP,16572,0.0
2019,SIKKIM,INC,3990,0.0
2019,SIKKIM,IND,2600,0.0
2019,SIKKIM,Others,328584,1.0
2019,TAMIL NADU,ADMK,7830146,1.0
2019,TAMIL NADU,BJP,1551924,0.0
2019,TAMIL NADU,BSP,161572,0.0
2019,TAMIL NADU,CPM,1018225,2.0
2019,TAMIL NADU,DMK,13877992,23.0
2019,TAMIL NADU,INC,5405674,8.0
2019,TAMIL NADU,IND,3093662,0.0
2019,TAMIL NADU,Others,9427634,4.0
2019,TELANGANA,BJP,3626173,4.0
2019,TELANGANA,BSP,45494,0.0
2019,TELANGANA,CPM,82191,0.0
2019,TELANGANA,INC,5496686,3.0
2019,TELANGANA,IND,586559,0.0
2019,TELANGANA,Others,8805792,10.0
2019,TRIPURA,AITC,8613,0.0
2019,TRIPURA,BJP,1055658,2.0
2019,TRIPURA,CPM,372789,0.0
2019,TRIPURA,INC,545679,0.0
2019,TRIPURA,IND,34288,0.0
2019,TRIPURA,Others,136145,0.0
2019,UTTAR PRADESH,BJP,42858171,62.0
2019,UTTAR PRADESH,BSP,16659754,10.0
2019,UTTAR PRADESH,INC,5457352,1.0
2019,UTTAR PRADESH,IND,854421,0.0
2019,UTTAR PRADESH,Others,5118080,2.0
2019,UTTAR PRADESH,SP,15533620,5.0
2019,UTTARAKHAND,BJP,2954833,5.0
2019,UTTARAKHAND,BSP,216755,0.0
2019,UTTARAKHAND,CPM,6626,0.0
2019,UTTARAKHAND,INC,1520767,0.0
2019,UTTARAKHAND,IND,48003,0.0
2019,UTTARAKHAND,Others,95941,0.0
2019,WEST BENGAL,AITC,24757345,22.0
2019,WEST BENGAL,BJP,23028517,18.0
2019,WEST BENGAL,BSP,221654,0.0
2019,WEST BENGAL,CPM,3594283,0.0
2019,WEST BENGAL,INC,3210491,2.0
2019,WEST BENGAL,IND,544176,0.0
2019,WEST BENGAL,Others,1850510,0.0
